"Scenario","Region","t","Recycling"
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2065,1.63133256393363
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2066,1.63313708255251
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2067,1.6350074591545
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2068,1.63700165207895
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2069,1.63913647275441
"Ambitious-Baseline-Baseline-Baseline-Baseline","Canada",2070,1.64124890611444
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2023,1.95395058969354
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2024,2.57728623287726
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2025,3.97730225546343
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2026,6.02010258697297
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2027,8.61659019145765
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2028,12.1380152307115
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2029,16.7759839946982
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2030,22.4657904442637
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2031,29.7534027094771
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2032,38.2638420047533
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2033,48.3846623005914
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2034,60.2329249035707
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2035,73.7558629466314
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2036,86.9523652489226
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2037,103.051985859254
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2038,120.57312695021
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2039,139.36752338331
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2040,159.296557085023
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2041,179.821189723897
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2042,201.327125903732
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2043,223.123027875988
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2044,244.935078199678
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2045,267.323070369179
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2046,289.609142536289
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2047,310.904518586615
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2048,330.830010358058
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2049,349.151994073589
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2050,365.697698707338
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2051,380.406613287229
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2052,394.845406473024
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2053,407.797086605984
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2054,419.488643222563
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2055,430.146568488353
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2056,439.965684954754
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2057,449.109725010566
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2058,457.698028174568
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2059,465.820401134811
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2060,473.534537770831
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2061,480.901631953682
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2062,487.951523402047
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2063,494.687591326702
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2064,501.125572717801
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2065,507.281320486074
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2066,513.189113731812
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2067,518.887714562941
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2068,524.445217245655
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2069,529.916499593127
"Ambitious-Baseline-Baseline-Baseline-Baseline","China",2070,535.345762717005
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2023,0.00595843079213073
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2024,0.00747944390401143
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2025,0.00908019573816255
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2026,0.0123970111593853
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2027,0.0154505876775557
"Ambitious-Baseline-Baseline-Baseline-Baseline","EFTA",2028,0.0200046464552633
