"t","Region","Scenario","Demand"
2032,"Other Latin America and Caribbean","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",41059.5032713925
2032,"South Korea","Ambitious-Baseline-Baseline-Baseline-Baseline",16033.2550564701
2032,"South Korea","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",16038.7943725826
2032,"South Korea","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",14742.0675015481
2032,"South Korea","Ambitious-Baseline-High Range-Baseline-Baseline",17436.9378619113
2032,"South Korea","Ambitious-Baseline-Low Range-Baseline-Baseline",12205.2800746318
2032,"South Korea","Ambitious-Double LFP-Baseline-Baseline-Baseline",16024.9203046184
2032,"South Korea","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",15858.5096361844
2032,"South Korea","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",16009.0973877759
2032,"South Korea","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",16932.3527343545
2032,"United Kingdom","Ambitious-Baseline-Baseline-Baseline-Baseline",26244.3063831753
2032,"United Kingdom","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",26253.7710425694
2032,"United Kingdom","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",24409.8079201056
2032,"United Kingdom","Ambitious-Baseline-High Range-Baseline-Baseline",30041.1253279328
2032,"United Kingdom","Ambitious-Baseline-Low Range-Baseline-Baseline",19830.964292268
2032,"United Kingdom","Ambitious-Double LFP-Baseline-Baseline-Baseline",26218.7374621662
2032,"United Kingdom","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",26188.5310564261
2032,"United Kingdom","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",26163.2442595576
2032,"United Kingdom","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",28067.8483001606
2032,"United States","Ambitious-Baseline-Baseline-Baseline-Baseline",135927.831160167
2032,"United States","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",135746.152064276
2032,"United States","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",126833.506378755
2032,"United States","Ambitious-Baseline-High Range-Baseline-Baseline",142321.125201734
2032,"United States","Ambitious-Baseline-Low Range-Baseline-Baseline",93686.1769771541
2032,"United States","Ambitious-Double LFP-Baseline-Baseline-Baseline",135191.732116857
2032,"United States","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",134563.045692014
2032,"United States","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",133625.008135934
2032,"United States","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",135312.562632139
2033,"ASEAN","Ambitious-Baseline-Baseline-Baseline-Baseline",39765.4840683415
2033,"ASEAN","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",39768.2633314511
2033,"ASEAN","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",37602.2407227748
2033,"ASEAN","Ambitious-Baseline-High Range-Baseline-Baseline",48386.9600913003
2033,"ASEAN","Ambitious-Baseline-Low Range-Baseline-Baseline",33778.0855951116
2033,"ASEAN","Ambitious-Double LFP-Baseline-Baseline-Baseline",39084.1016324969
2033,"ASEAN","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",39836.7541516208
2033,"ASEAN","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",38231.1586208073
2033,"ASEAN","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",40777.2915800798
2033,"Africa","Ambitious-Baseline-Baseline-Baseline-Baseline",27211.1223973582
2033,"Africa","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",27213.1771873185
2033,"Africa","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",25956.1035512151
2033,"Africa","Ambitious-Baseline-High Range-Baseline-Baseline",33066.6737435269
2033,"Africa","Ambitious-Baseline-Low Range-Baseline-Baseline",22511.3969017976
2033,"Africa","Ambitious-Double LFP-Baseline-Baseline-Baseline",27157.2601989193
2033,"Africa","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",26829.6657407573
2033,"Africa","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",27068.8273223787
2033,"Africa","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",29012.3146419015
2033,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-Baseline",9382.59487189054
2033,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",9384.90757507114
2033,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",8819.27592439347
2033,"Australia/NZ","Ambitious-Baseline-High Range-Baseline-Baseline",10660.4669570066
2033,"Australia/NZ","Ambitious-Baseline-Low Range-Baseline-Baseline",7344.60692946011
2033,"Australia/NZ","Ambitious-Double LFP-Baseline-Baseline-Baseline",9328.68868304448
2033,"Australia/NZ","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",9382.12634144019
2033,"Australia/NZ","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",9172.57912892264
2033,"Australia/NZ","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",9982.87386609222
2033,"Brazil","Ambitious-Baseline-Baseline-Baseline-Baseline",15352.036601112
2033,"Brazil","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",15353.3034212014
2033,"Brazil","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",14636.5429997482
2033,"Brazil","Ambitious-Baseline-High Range-Baseline-Baseline",18891.030726532
2033,"Brazil","Ambitious-Baseline-Low Range-Baseline-Baseline",12071.7714168496
2033,"Brazil","Ambitious-Double LFP-Baseline-Baseline-Baseline",15096.1277646323
2033,"Brazil","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",15340.9153415818
2033,"Brazil","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",14846.6332898733
2033,"Brazil","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",16196.1314952437
2033,"Canada","Ambitious-Baseline-Baseline-Baseline-Baseline",17849.4377616292
2033,"Canada","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",17855.2229507359
2033,"Canada","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",16585.7930380349
2033,"Canada","Ambitious-Baseline-High Range-Baseline-Baseline",20185.8577973921
2033,"Canada","Ambitious-Baseline-Low Range-Baseline-Baseline",11871.7161054453
2033,"Canada","Ambitious-Double LFP-Baseline-Baseline-Baseline",17733.9713815053
2033,"Canada","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",17654.1957438119
2033,"Canada","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",17549.3503571568
2033,"Canada","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",17765.8620275413
2033,"China","Ambitious-Baseline-Baseline-Baseline-Baseline",245631.521354927
2033,"China","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",246967.124569991
2033,"China","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",243858.059651574
2033,"China","Ambitious-Baseline-High Range-Baseline-Baseline",323968.448357348
2033,"China","Ambitious-Baseline-Low Range-Baseline-Baseline",208648.640704622
2033,"China","Ambitious-Double LFP-Baseline-Baseline-Baseline",241463.649771007
2033,"China","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",247186.494901204
2033,"China","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",230728.508753026
2033,"China","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",255347.804257001
2033,"EFTA","Ambitious-Baseline-Baseline-Baseline-Baseline",6893.25347328048
2033,"EFTA","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",6842.16182350401
2033,"EFTA","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",5648.64563174682
2033,"EFTA","Ambitious-Baseline-High Range-Baseline-Baseline",7699.54946805187
2033,"EFTA","Ambitious-Baseline-Low Range-Baseline-Baseline",4991.20329048711
2033,"EFTA","Ambitious-Double LFP-Baseline-Baseline-Baseline",6886.17195646201
2033,"EFTA","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",6878.2572726774
2033,"EFTA","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",6822.17642676145
2033,"EFTA","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",7514.6268948663
2033,"European Union","Ambitious-Baseline-Baseline-Baseline-Baseline",138717.890541078
2033,"European Union","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",139454.310989382
2033,"European Union","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",137780.441604513
2033,"European Union","Ambitious-Baseline-High Range-Baseline-Baseline",176839.466465239
2033,"European Union","Ambitious-Baseline-Low Range-Baseline-Baseline",106796.756351324
2033,"European Union","Ambitious-Double LFP-Baseline-Baseline-Baseline",138567.272225334
2033,"European Union","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",138408.580690705
2033,"European Union","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",137562.826577818
2033,"European Union","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",152229.672240832
2033,"India","Ambitious-Baseline-Baseline-Baseline-Baseline",41389.5129425587
2033,"India","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",41394.5036421917
2033,"India","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",37634.8699799116
2033,"India","Ambitious-Baseline-High Range-Baseline-Baseline",57475.2835034372
2033,"India","Ambitious-Baseline-Low Range-Baseline-Baseline",41030.2396062884
2033,"India","Ambitious-Double LFP-Baseline-Baseline-Baseline",41384.8810418055
2033,"India","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",41107.8219078872
2033,"India","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",41373.2268275267
2033,"India","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",43172.8551473899
2033,"Japan","Ambitious-Baseline-Baseline-Baseline-Baseline",28263.1735696143
2033,"Japan","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",28270.4282926462
2033,"Japan","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",26438.0640081809
2033,"Japan","Ambitious-Baseline-High Range-Baseline-Baseline",39426.1364332307
2033,"Japan","Ambitious-Baseline-Low Range-Baseline-Baseline",24875.5932190472
2033,"Japan","Ambitious-Double LFP-Baseline-Baseline-Baseline",28247.2131648317
2033,"Japan","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",27961.8370588941
2033,"Japan","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",28205.6062258624
2033,"Japan","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",30414.9575319185
2033,"Mexico","Ambitious-Baseline-Baseline-Baseline-Baseline",15752.8666097316
2033,"Mexico","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",15753.7486520357
2033,"Mexico","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",15089.4724921696
2033,"Mexico","Ambitious-Baseline-High Range-Baseline-Baseline",17630.3814191289
2033,"Mexico","Ambitious-Baseline-Low Range-Baseline-Baseline",12956.2948129801
2033,"Mexico","Ambitious-Double LFP-Baseline-Baseline-Baseline",15694.5187682403
2033,"Mexico","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",15654.5237238891
2033,"Mexico","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",15600.578757176
2033,"Mexico","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",15709.6970734366
2033,"Middle East","Ambitious-Baseline-Baseline-Baseline-Baseline",42423.9498892118
2033,"Middle East","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",42426.8522625389
2033,"Middle East","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",40264.7600884569
2033,"Middle East","Ambitious-Baseline-High Range-Baseline-Baseline",45838.0331345261
2033,"Middle East","Ambitious-Baseline-Low Range-Baseline-Baseline",30799.0925806292
2033,"Middle East","Ambitious-Double LFP-Baseline-Baseline-Baseline",42252.5021770766
2033,"Middle East","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",42414.6287609296
2033,"Middle East","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",41718.5899772177
2033,"Middle East","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",45652.9805791958
2033,"Other Asia Pacific","Ambitious-Baseline-Baseline-Baseline-Baseline",19046.6718768713
2033,"Other Asia Pacific","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",19047.8671350804
2033,"Other Asia Pacific","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",18043.7936632615
2033,"Other Asia Pacific","Ambitious-Baseline-High Range-Baseline-Baseline",21067.5840826652
2033,"Other Asia Pacific","Ambitious-Baseline-Low Range-Baseline-Baseline",14983.1034251097
2033,"Other Asia Pacific","Ambitious-Double LFP-Baseline-Baseline-Baseline",19037.4126805231
2033,"Other Asia Pacific","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",18880.5334526517
2033,"Other Asia Pacific","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",19013.0862648632
2033,"Other Asia Pacific","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",20259.7580594517
2033,"Other Europe","Ambitious-Baseline-Baseline-Baseline-Baseline",24365.8267778409
2033,"Other Europe","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",24367.782508939
2033,"Other Europe","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",22835.0994530844
2033,"Other Europe","Ambitious-Baseline-High Range-Baseline-Baseline",26988.9503673014
2033,"Other Europe","Ambitious-Baseline-Low Range-Baseline-Baseline",19272.7373834873
2033,"Other Europe","Ambitious-Double LFP-Baseline-Baseline-Baseline",24334.7864195377
2033,"Other Europe","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",24177.7317090156
2033,"Other Europe","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",24253.0885589554
2033,"Other Europe","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",26062.7931753504
2033,"Other Latin America and Caribbean","Ambitious-Baseline-Baseline-Baseline-Baseline",48513.9303203463
2033,"Other Latin America and Caribbean","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",48485.6264054041
2033,"Other Latin America and Caribbean","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",45206.5967400106
2033,"Other Latin America and Caribbean","Ambitious-Baseline-High Range-Baseline-Baseline",54536.6246771356
2033,"Other Latin America and Caribbean","Ambitious-Baseline-Low Range-Baseline-Baseline",40497.5834072802
2033,"Other Latin America and Caribbean","Ambitious-Double LFP-Baseline-Baseline-Baseline",47593.5197132273
2033,"Other Latin America and Caribbean","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",48498.0598650311
2033,"Other Latin America and Caribbean","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",47173.4513556984
2033,"Other Latin America and Caribbean","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",48739.2352449497
2033,"South Korea","Ambitious-Baseline-Baseline-Baseline-Baseline",17372.1407979295
2033,"South Korea","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",17380.2213515376
2033,"South Korea","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",15630.9710551972
2033,"South Korea","Ambitious-Baseline-High Range-Baseline-Baseline",19169.729727971
2033,"South Korea","Ambitious-Baseline-Low Range-Baseline-Baseline",12978.4687361065
2033,"South Korea","Ambitious-Double LFP-Baseline-Baseline-Baseline",17362.3634447964
2033,"South Korea","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",17188.3278990406
2033,"South Korea","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",17337.2080909436
2033,"South Korea","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",18667.2708514141
2033,"United Kingdom","Ambitious-Baseline-Baseline-Baseline-Baseline",27125.7367712697
2033,"United Kingdom","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",27139.4932110193
2033,"United Kingdom","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",24704.84871755
2033,"United Kingdom","Ambitious-Baseline-High Range-Baseline-Baseline",31512.1756287036
2033,"United Kingdom","Ambitious-Baseline-Low Range-Baseline-Baseline",20041.3547880228
2033,"United Kingdom","Ambitious-Double LFP-Baseline-Baseline-Baseline",27097.5032158744
2033,"United Kingdom","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",27067.9613061096
2033,"United Kingdom","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",27015.7954465763
2033,"United Kingdom","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",29607.1308216805
2033,"United States","Ambitious-Baseline-Baseline-Baseline-Baseline",152631.731444888
2033,"United States","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",152370.581174807
2033,"United States","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",140572.463790061
2033,"United States","Ambitious-Baseline-High Range-Baseline-Baseline",160987.349349987
2033,"United States","Ambitious-Baseline-Low Range-Baseline-Baseline",100820.853911289
2033,"United States","Ambitious-Double LFP-Baseline-Baseline-Baseline",151714.789758092
2033,"United States","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",151051.831379166
2033,"United States","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",149203.393556919
2033,"United States","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",152095.947096229
2034,"ASEAN","Ambitious-Baseline-Baseline-Baseline-Baseline",47086.1749367641
2034,"ASEAN","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",47090.5363414456
2034,"ASEAN","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",44150.8279315559
2034,"ASEAN","Ambitious-Baseline-High Range-Baseline-Baseline",58722.1033723111
2034,"ASEAN","Ambitious-Baseline-Low Range-Baseline-Baseline",39692.3723342925
2034,"ASEAN","Ambitious-Double LFP-Baseline-Baseline-Baseline",46265.7293138498
2034,"ASEAN","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",47187.2061128121
2034,"ASEAN","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",44799.865731544
2034,"ASEAN","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",48582.0793568766
2034,"Africa","Ambitious-Baseline-Baseline-Baseline-Baseline",30490.1447743967
2034,"Africa","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",30493.451665466
2034,"Africa","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",28779.3912560546
2034,"Africa","Ambitious-Baseline-High Range-Baseline-Baseline",37685.006193883
2034,"Africa","Ambitious-Baseline-Low Range-Baseline-Baseline",24877.1559203253
2034,"Africa","Ambitious-Double LFP-Baseline-Baseline-Baseline",30424.0401712335
2034,"Africa","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",30065.0257536566
2034,"Africa","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",30284.5507965488
2034,"Africa","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",33004.1701779779
2034,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-Baseline",10817.9779422484
2034,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",10821.4451949453
2034,"Australia/NZ","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",10048.6562009855
2034,"Australia/NZ","Ambitious-Baseline-High Range-Baseline-Baseline",12435.7876097212
2034,"Australia/NZ","Ambitious-Baseline-Low Range-Baseline-Baseline",8183.16823461911
2034,"Australia/NZ","Ambitious-Double LFP-Baseline-Baseline-Baseline",10750.8399026122
2034,"Australia/NZ","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",10818.6347556834
2034,"Australia/NZ","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",10513.4586602341
2034,"Australia/NZ","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",11698.4489270806
2034,"Brazil","Ambitious-Baseline-Baseline-Baseline-Baseline",17738.3838553822
2034,"Brazil","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",17740.4056817257
2034,"Brazil","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",16776.6591420148
2034,"Brazil","Ambitious-Baseline-High Range-Baseline-Baseline",22463.3310130952
2034,"Brazil","Ambitious-Baseline-Low Range-Baseline-Baseline",13761.5651660393
2034,"Brazil","Ambitious-Double LFP-Baseline-Baseline-Baseline",17427.9794372071
2034,"Brazil","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",17739.9379255414
2034,"Brazil","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",16989.0749120708
2034,"Brazil","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",18967.0343657853
2034,"Canada","Ambitious-Baseline-Baseline-Baseline-Baseline",19175.872182729
2034,"Canada","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",19184.0285027601
2034,"Canada","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",17554.1884063149
2034,"Canada","Ambitious-Baseline-High Range-Baseline-Baseline",21886.8469112787
2034,"Canada","Ambitious-Baseline-Low Range-Baseline-Baseline",12257.1456934137
2034,"Canada","Ambitious-Double LFP-Baseline-Baseline-Baseline",19043.4629425094
2034,"Canada","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",18963.8747102233
2034,"Canada","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",18774.8362582924
2034,"Canada","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",19063.5748726643
2034,"China","Ambitious-Baseline-Baseline-Baseline-Baseline",259352.992611602
2034,"China","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",261218.218594745
2034,"China","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",256861.057109314
2034,"China","Ambitious-Baseline-High Range-Baseline-Baseline",351451.450874786
2034,"China","Ambitious-Baseline-Low Range-Baseline-Baseline",215602.249394674
2034,"China","Ambitious-Double LFP-Baseline-Baseline-Baseline",254792.450792943
2034,"China","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",261193.961308578
2034,"China","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",239601.430374323
2034,"China","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",272536.582356084
2034,"EFTA","Ambitious-Baseline-Baseline-Baseline-Baseline",7330.34945058764
2034,"EFTA","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",7271.04176667521
2034,"EFTA","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",5775.82563312021
2034,"EFTA","Ambitious-Baseline-High Range-Baseline-Baseline",8303.3015863435
2034,"EFTA","Ambitious-Baseline-Low Range-Baseline-Baseline",5184.67485860051
2034,"EFTA","Ambitious-Double LFP-Baseline-Baseline-Baseline",7322.38730055555
2034,"EFTA","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",7314.73209094963
2034,"EFTA","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",7240.02071889452
2034,"EFTA","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",8147.24737712218
2034,"European Union","Ambitious-Baseline-Baseline-Baseline-Baseline",141895.644314568
2034,"European Union","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",142933.794359265
2034,"European Union","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",140562.483248307
2034,"European Union","Ambitious-Baseline-High Range-Baseline-Baseline",185013.632362865
2034,"European Union","Ambitious-Baseline-Low Range-Baseline-Baseline",106976.6795368
2034,"European Union","Ambitious-Double LFP-Baseline-Baseline-Baseline",141731.964163447
2034,"European Union","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",141582.094805408
2034,"European Union","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",140436.969048424
2034,"European Union","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",159171.883091265
2034,"India","Ambitious-Baseline-Baseline-Baseline-Baseline",45853.1240012291
2034,"India","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",45860.7422353269
2034,"India","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",40909.4903728624
2034,"India","Ambitious-Baseline-High Range-Baseline-Baseline",65876.7461699241
2034,"India","Ambitious-Baseline-Low Range-Baseline-Baseline",45971.2340859668
2034,"India","Ambitious-Double LFP-Baseline-Baseline-Baseline",45847.5977352147
2034,"India","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",45554.7008373678
2034,"India","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",45830.3635886178
2034,"India","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",48324.1994501121
2034,"Japan","Ambitious-Baseline-Baseline-Baseline-Baseline",30696.5378910553
2034,"Japan","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",30706.9196721633
2034,"Japan","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",28323.1096222748
2034,"Japan","Ambitious-Baseline-High Range-Baseline-Baseline",43543.3671882214
2034,"Japan","Ambitious-Baseline-Low Range-Baseline-Baseline",26412.1145156401
2034,"Japan","Ambitious-Double LFP-Baseline-Baseline-Baseline",30678.0737791677
2034,"Japan","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",30382.7417112444
2034,"Japan","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",30618.8254422533
2034,"Japan","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",33599.8701360615
2034,"Mexico","Ambitious-Baseline-Baseline-Baseline-Baseline",17459.595129397
2034,"Mexico","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",17461.0048825772
2034,"Mexico","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",16614.4414809018
2034,"Mexico","Ambitious-Baseline-High Range-Baseline-Baseline",19827.3623519493
2034,"Mexico","Ambitious-Baseline-Low Range-Baseline-Baseline",14057.7594279044
2034,"Mexico","Ambitious-Double LFP-Baseline-Baseline-Baseline",17388.2945986409
2034,"Mexico","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",17345.0958801173
2034,"Mexico","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",17242.3557889094
2034,"Mexico","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",17402.1511531476
2034,"Middle East","Ambitious-Baseline-Baseline-Baseline-Baseline",49647.6285371636
2034,"Middle East","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",49608.7802237173
2034,"Middle East","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",46746.2916593996
2034,"Middle East","Ambitious-Baseline-High Range-Baseline-Baseline",53982.324186904
2034,"Middle East","Ambitious-Baseline-Low Range-Baseline-Baseline",35603.168338275
2034,"Middle East","Ambitious-Double LFP-Baseline-Baseline-Baseline",49443.0716766624
2034,"Middle East","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",49640.6740247262
2034,"Middle East","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",48367.3967692853
2034,"Middle East","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",54199.7657041188
2034,"Other Asia Pacific","Ambitious-Baseline-Baseline-Baseline-Baseline",22578.8132479156
2034,"Other Asia Pacific","Ambitious-Baseline-Baseline-Baseline-Enhanced SSPS",22580.7297254129
2034,"Other Asia Pacific","Ambitious-Baseline-Baseline-Baseline-Enhanced recycling",21162.4192170068
2034,"Other Asia Pacific","Ambitious-Baseline-High Range-Baseline-Baseline",25370.8584991085
2034,"Other Asia Pacific","Ambitious-Baseline-Low Range-Baseline-Baseline",17497.8266221388
2034,"Other Asia Pacific","Ambitious-Double LFP-Baseline-Baseline-Baseline",22567.0267688245
2034,"Other Asia Pacific","Ambitious-Double NMC 811-Baseline-Baseline-Baseline",22388.5580085541
2034,"Other Asia Pacific","Ambitious-Sodium Battery adoption-Baseline-Baseline-Baseline",22528.8188588991
2034,"Other Asia Pacific","Ambitious-Solid State adoption-Baseline-Baseline-Baseline",24387.8972159874
2034,"Other Europe","Ambitious-Baseline-Baseline-Baseline-Baseline",29498.2440639096
